obs_name,method_cluster,selected_as_cancer_cluster,signed_distance_to_selected_cancer_cluster_boundary,x,y,annotation_optional_validation_only,score_cholesterol_biosynthesis,score_immune_activation,score_proliferation,score_hypoxia_stress
19_184,5,False,1880.1725,330.0208,3117.9126,Fibroblasts,-0.17691031,-0.15783484,-0.1512911,-0.25734973
19_200,6,False,1764.9507,339.32187,3269.9915,Tumor,-0.17691031,0.091018915,-0.1512911,-0.041671056
19_219,5,False,1829.2582,353.9592,3165.224,Fibroblasts,-0.17691031,-0.15783484,-0.1512911,-0.25734973
19_220,5,False,1789.012,361.2891,3213.9062,High_Endothelial_Venules,-0.17691031,0.091018915,-0.1512911,-0.25734973
19_221,5,False,1683.4243,367.2543,3359.2388,Fibroblasts,-0.17691031,-0.15783484,-0.1512911,-0.041671056
19_224,6,False,1707.1097,373.22708,3318.1873,Fibroblasts,-0.17691031,-0.15783484,-0.1512911,0.3936159
19_229,5,False,1727.6344,370.9782,3290.9563,Fibroblasts,-0.17691031,-0.15783484,-0.1512911,-0.041671056
19_240,5,False,1750.4935,373.44662,3255.9705,M1_macrophages,-0.17691031,0.33987266,-0.1512911,-0.25734973
19_249,5,False,1839.4397,377.32935,3129.866,Fibroblasts,-0.17691031,-0.15783484,-0.1512911,-0.25734973
19_256,5,False,1810.6443,386.464,3160.4573,Fibroblasts,-0.17691031,-0.15783484,-0.1512911,-0.25734973
19_281,5,False,1569.6483,406.35742,3487.114,CAF,-0.17691031,-0.15783484,-0.1512911,0.17400761
19_284,5,False,1600.1068,407.2702,3439.3538,Fibroblasts,-0.17691031,-0.15783484,-0.1512911,-0.0062302863
19_287,5,False,1542.5686,415.97406,3517.915,CAF,-0.17691031,-0.15783484,-0.1512911,-0.25734973
19_298,5,False,1837.7563,408.96454,3104.2556,Fibroblasts,-0.17691031,-0.15783484,-0.1512911,-0.041671056
19_317,6,False,1813.7155,447.43134,3103.184,Fibroblasts,-0.17691031,1.8918455,-0.1512911,0.051773284
19_319,5,False,1786.4822,444.84644,3141.0261,Plasma_IgG,-0.17691031,-0.15783484,-0.1512911,-0.25734973
19_322,5,False,1341.3503,444.52512,3829.5269,Fibroblasts,-0.17691031,-0.15783484,-0.1512911,0.051773284
19_349,5,False,1038.6317,470.41464,4349.798,Plasma_IgG,-0.17691031,-0.15783484,-0.1512911,-0.25734973
19_360,5,False,1409.4193,477.2405,3655.663,Fibroblasts,-0.17691031,0.65256256,-0.1512911,0.775762
19_366,5,False,1783.2299,478.71756,3116.8877,Fibroblasts,-0.17691031,-0.15783484,-0.1512911,-0.25734973
19_367,5,False,1739.8654,489.48178,3164.2874,Fibroblasts,0.35965616,-0.15783484,-0.1512911,-0.25734973
19_371,5,False,1512.2589,488.16406,3480.6719,Fibroblasts,-0.17691031,0.8417857,-0.1512911,-0.25734973
19_382,5,False,1754.131,496.74182,3139.7383,Fibroblasts,-0.17691031,-0.15783484,-0.1512911,0.17400761
19_386,5,False,916.83734,498.15088,4558.8574,Fibroblasts,-0.17691031,-0.15783484,-0.1512911,-0.041671056
19_397,5,False,1120.0499,504.97348,4169.087,Fibroblasts,-0.17691031,0.091018915,-0.1512911,0.26745197
19_407,5,False,892.60114,506.48346,4604.274,Fibroblasts,-0.17691031,-0.15783484,-0.1512911,-0.041671056
19_423,5,False,1784.0985,508.4416,3091.9856,Fibroblasts,-0.17691031,-0.15783484,-0.1512911,0.051773284
19_424,5,False,1767.5001,505.12823,3115.7637,Fibroblasts,-0.17691031,-0.15783484,-0.1512911,-0.25734973
19_427,5,False,1515.7139,509.17062,3452.9707,High_Endothelial_Venules,-0.17691031,0.091018915,-0.1512911,-0.25734973
19_432,5,False,1542.192,516.5674,3407.4253,CAF,-0.17691031,-0.15783484,-0.1512911,0.36191428
19_433,5,False,868.9866,515.12524,4652.583,Fibroblasts,-0.17691031,-0.15783484,-0.1512911,-0.25734973
19_434,6,False,855.73914,520.2574,4682.2007,Fibroblasts,-0.17691031,-0.15783484,-0.1512911,-0.25734973
19_439,5,False,912.23474,515.7769,4529.9365,Fibroblasts,-0.17691031,-0.15783484,-0.1512911,-0.25734973
19_440,5,False,821.6567,528.7461,4817.3706,CAF,0.5331978,0.8954334,-0.1512911,0.5600834
19_446,5,False,972.6916,517.7707,4398.3535,Tumor,0.9608153,-0.15783484,-0.1512911,-0.25734973
19_447,5,False,848.3964,519.3387,4715.464,CAF,-0.17691031,0.236589,-0.1512911,-0.25734973
19_448,5,False,806.7768,534.6104,4850.0195,Plasma_IgG,-0.17691031,0.091018915,-0.1512911,-0.25734973
19_454,5,False,979.73346,524.96387,4373.9062,unknown,-0.17691031,-0.15783484,-0.1512911,-0.041671056
19_463,5,False,1483.8135,523.9184,3483.836,CAF,-0.17691031,0.091018915,-0.1512911,-0.25734973
19_466,5,False,831.8313,523.36884,4781.102,CAF,-0.17691031,-0.15783484,-0.1512911,-0.041671056
19_467,5,False,1713.3878,525.3087,3169.011,Fibroblasts,-0.17691031,-0.15783484,-0.1512911,0.5600834
19_468,5,False,907.50073,533.54816,4503.783,Fibroblasts,-0.17691031,0.091018915,-0.1512911,-0.25734973
19_478,5,False,945.9508,533.7023,4423.613,Fibroblasts,-0.17691031,-0.15783484,-0.1512911,-0.041671056
19_483,5,False,873.13165,538.99225,4574.4683,Plasma_IgG,0.092886284,-0.15783484,-0.1512911,-0.25734973
19_492,5,False,1541.6063,544.19904,3381.2373,Fibroblasts,0.3653865,-0.15783484,-0.1512911,-0.25734973
19_493,5,False,1487.9105,541.81525,3459.1343,M1_macrophages,-0.17691031,-0.15783484,-0.1512911,-0.25734973
19_500,5,False,1254.7247,543.994,3832.012,Fibroblasts,-0.17691031,0.091018915,-0.1512911,0.25407732
19_503,5,False,810.0611,548.5629,4762.8394,CAF,0.5290993,1.1442872,-0.1512911,-0.041671056
19_506,5,False,882.3169,550.30035,4526.8057,Fibroblasts,-0.17691031,-0.15783484,-0.1512911,-0.25734973
19_519,5,False,810.706,556.3382,4722.7793,Fibroblasts,0.092886284,0.8954334,-0.1512911,-0.041671056
19_521,5,False,1371.4952,559.8744,3612.4385,Fibroblasts,0.092886284,-0.15783484,0.61462086,0.2094484
19_522,5,False,933.52014,560.8497,4403.4985,Fibroblasts,-0.17691031,-0.15783484,-0.1512911,-0.041671056
19_524,5,False,1454.848,552.44635,3495.7896,M1_macrophages,-0.17691031,0.47779295,-0.1512911,-0.25734973
19_526,5,False,910.1918,558.4115,4452.097,Fibroblasts,-0.17691031,-0.15783484,-0.1512911,-0.25734973
19_533,5,False,650.2725,562.09235,5137.1245,CAF,-0.17691031,-0.15783484,-0.1512911,-0.25734973
19_540,5,False,848.272,561.9461,4584.014,Fibroblasts,-0.17691031,-0.15783484,-0.1512911,-0.25734973
19_546,5,False,660.0965,567.0726,5092.8496,CAF,-0.17691031,0.8954334,-0.1512911,-0.25734973
19_557,5,False,1607.8616,580.11914,3260.5737,Fibroblasts,-0.17691031,-0.15783484,-0.1512911,-0.041671056
19_558,5,False,1194.8795,574.4456,3897.4336,Fibroblasts,-0.17691031,-0.15783484,-0.1512911,-0.25734973
19_559,5,False,980.3686,578.514,4298.72,Fibroblasts,-0.17691031,0.091018915,-0.1512911,-0.041671056
19_561,5,False,1578.4237,580.4935,3298.7861,Fibroblasts,-0.17691031,-0.15783484,-0.1512911,-0.25734973
19_566,5,False,1655.4102,582.1661,3197.7207,Fibroblasts,0.092886284,0.091018915,-0.1512911,-0.25734973
19_567,5,False,1000.94653,588.1587,4254.901,CAF,0.2960868,0.091018915,-0.1512911,-0.25734973
19_569,5,False,949.5283,584.8364,4340.9873,Fibroblasts,-0.17691031,0.091018915,-0.1512911,-0.041671056
19_570,5,False,1627.3768,589.1644,3227.9827,Fibroblasts,-0.17691031,-0.15783484,-0.1512911,-0.25734973
19_574,5,False,1158.3373,595.24976,3934.811,M1_macrophages,0.3653865,-0.15783484,-0.1512911,-0.0062302863
19_575,5,False,1175.0658,589.45026,3911.0708,Fibroblasts,-0.17691031,-0.15783484,-0.1512911,-0.25734973
19_579,5,False,1696.7045,597.05585,3134.3232,Plasma_IgG,-0.17691031,-0.15783484,-0.1512911,-0.25734973
19_586,5,False,971.76733,604.27545,4280.937,Fibroblasts,-0.17691031,-0.15783484,-0.1512911,-0.041671056
19_587,5,False,1285.8402,600.237,3698.3713,Fibroblasts,-0.17691031,-0.15783484,-0.1512911,-0.0062302863
19_593,5,False,816.57794,604.30585,4566.3823,Fibroblasts,-0.17691031,0.091018915,-0.1512911,1.0144053
19_601,5,False,1293.0096,609.29034,3675.7412,CAF,-0.17691031,-0.15783484,-0.1512911,-0.25734973
19_603,5,False,945.3626,619.09796,4304.3345,Fibroblasts,0.2960868,-0.15783484,-0.1512911,-0.25734973
19_605,5,False,1261.4607,612.46704,3722.2717,Tumor,-0.17691031,-0.15783484,-0.1512911,-0.25734973
19_609,5,False,904.3452,613.99854,4377.564,Fibroblasts,-0.17691031,-0.15783484,-0.1512911,-0.25734973
19_614,5,False,1701.937,617.357,3113.0522,Plasma_IgG,-0.17691031,-0.15783484,-0.1512911,0.084492885
19_615,5,False,1232.9092,625.8256,3751.7468,M1_macrophages,-0.17691031,-0.15783484,-0.1512911,-0.25734973
19_618,5,False,1621.9729,620.05493,3210.5933,Fibroblasts,-0.17691031,-0.15783484,-0.1512911,-0.25734973
19_619,6,False,1169.0436,623.13934,3867.1594,Fibroblasts,-0.17691031,-0.15783484,1.4542788,0.34904104
19_622,5,False,1591.2808,620.68274,3249.0195,Fibroblasts,-0.17691031,-0.15783484,-0.1512911,-0.25734973
19_623,5,False,929.618,611.09174,4339.3867,Fibroblasts,0.2960868,-0.15783484,-0.1512911,-0.25734973
19_625,5,False,1212.5586,623.7877,3788.7466,Fibroblasts,0.2960868,0.091018915,-0.1512911,-0.041671056
19_627,5,False,1121.5419,638.157,3933.7598,Plasma_IgG,-0.17691031,0.091018915,-0.1512911,0.23259865
19_632,5,False,1006.39355,633.57837,4198.0825,Fibroblasts,0.25930268,-0.15783484,-0.1512911,-0.041671056
19_633,5,False,355.17343,631.1546,5636.753,Fibroblasts,1.0354717,-0.15783484,0.40942973,0.084492885
19_635,5,False,980.01843,627.2934,4242.598,Fibroblasts,0.25930268,-0.15783484,-0.1512911,-0.25734973
19_637,5,False,1644.6151,632.48773,3172.9067,M1_macrophages,-0.17691031,-0.15783484,-0.1512911,-0.041671056
19_640,5,False,899.3123,635.79156,4356.9927,Fibroblasts,-0.17691031,-0.15783484,-0.1512911,0.051773284
19_641,5,False,957.274,635.1962,4267.635,Fibroblasts,-0.17691031,-0.15783484,-0.1512911,-0.041671056
19_646,5,False,1668.3091,640.29706,3137.993,unknown,-0.17691031,-0.15783484,0.86171067,-0.25734973
19_650,5,False,910.6717,642.7853,4330.115,Fibroblasts,-0.17691031,-0.15783484,-0.1512911,0.26745197
19_655,5,False,858.17334,640.76917,4419.573,Fibroblasts,-0.17691031,-0.15783484,-0.1512911,0.084492885
19_658,5,False,1224.7819,651.8207,3731.6104,M1_macrophages,-0.17691031,-0.15783484,-0.1512911,-0.25734973
19_662,6,False,443.43347,646.823,5467.938,CAM,-0.17691031,-0.15783484,-0.1512911,0.82863003
19_664,5,False,810.7905,648.86896,4494.3774,M1_macrophages,-0.17691031,-0.15783484,-0.1512911,-0.25734973
19_668,5,False,1238.3162,653.95087,3707.5505,Tumor,-0.17691031,-0.15783484,-0.1512911,-0.041671056
19_671,5,False,1121.9264,653.49396,3907.4058,Plasma_IgG,-0.17691031,-0.15783484,-0.1512911,-0.25734973
19_678,5,False,746.2794,662.7268,4607.7793,Fibroblasts,0.092886284,-0.15783484,-0.1512911,-0.0062302863
19_680,5,False,1004.06805,662.7035,4158.5977,Plasma_IgG,-0.17691031,-0.15783484,-0.1512911,-0.25734973
19_682,5,False,725.8938,665.46155,4655.0,Fibroblasts,-0.17691031,1.6429917,-0.1512911,-0.25734973
19_684,5,False,1026.8658,673.7642,4070.8313,CAF,-0.17691031,0.091018915,-0.1512911,-0.25734973
19_687,5,False,1639.2635,666.09625,3155.3232,Fibroblasts,-0.17691031,0.091018915,-0.1512911,-0.25734973
19_690,5,False,699.65125,660.1965,4767.288,CAF,-0.17691031,-0.15783484,-0.1512911,0.051773284
19_693,5,False,1067.3271,665.80676,3995.57,CAF,-0.17691031,0.091018915,-0.1512911,-0.25734973
19_700,5,False,828.9557,671.2773,4427.0186,Fibroblasts,-0.17691031,-0.15783484,-0.1512911,-0.25734973
19_703,4,False,546.4506,679.052,5118.9355,Plasma_IgG,-0.17691031,-0.15783484,-0.1512911,0.25407732
19_704,5,False,256.86765,675.84314,5905.743,CAF,-0.17691031,-0.15783484,-0.1512911,-0.25734973
19_711,5,False,846.9224,680.3375,4385.0864,M1_macrophages,-0.17691031,-0.15783484,-0.1512911,-0.25734973
19_712,5,False,1368.2085,681.9406,3489.7979,CAF,-0.17691031,-0.15783484,-0.1512911,-0.25734973
19_714,6,False,1063.8087,683.59283,3970.5603,CAF,0.96916246,-0.15783484,-0.1512911,-0.041671056
19_718,5,False,808.41516,676.0916,4456.031,unknown,-0.17691031,-0.15783484,-0.1512911,-0.25734973
19_722,5,False,1040.0294,678.393,4030.6726,CAF,-0.17691031,-0.15783484,-0.1512911,-0.0062302863
19_728,5,False,790.6883,682.15,4478.956,Fibroblasts,-0.17691031,-0.15783484,-0.1512911,-0.25734973
19_729,5,False,769.50824,687.4097,4510.396,M1_macrophages,-0.17691031,-0.15783484,-0.1512911,-0.25734973
19_734,5,False,1100.9741,694.25757,3882.825,High_Endothelial_Venules,-0.17691031,-0.15783484,-0.1512911,-0.25734973
19_735,5,False,1423.7302,700.4274,3400.0122,CAF,-0.17691031,-0.15783484,-0.1512911,-0.041671056
19_737,5,False,862.7853,700.1226,4336.764,Fibroblasts,-0.17691031,-0.15783484,-0.1512911,-0.25734973
19_739,5,False,1482.572,691.1949,3331.8564,CAF,-0.17691031,-0.15783484,-0.1512911,-0.25734973
19_740,5,False,177.23651,695.1394,6172.9897,M1_macrophages,0.25930268,-0.15783484,-0.1512911,-0.25734973
19_741,5,False,764.54517,701.738,4496.815,Plasma_IgG,-0.17691031,-0.15783484,-0.1512911,-0.25734973
19_743,5,False,971.2225,696.0721,4162.9155,Fibroblasts,-0.17691031,-0.15783484,-0.1512911,-0.25734973
19_744,5,False,949.19855,704.8042,4205.175,Fibroblasts,-0.17691031,-0.15783484,-0.1512911,-0.041671056
19_745,5,False,933.19995,701.91675,4233.6626,Fibroblasts,-0.17691031,-0.15783484,-0.1512911,0.25407732
19_750,5,False,797.9644,701.7205,4437.8237,unknown,-0.17691031,-0.15783484,-0.1512911,-0.0062302863
19_752,5,False,1011.53644,705.78546,4039.6318,CAF,-0.17691031,0.091018915,-0.1512911,-0.25734973
19_755,5,False,777.7891,708.1781,4463.4424,M1_macrophages,0.25930268,-0.15783484,-0.1512911,-0.041671056
19_756,5,False,1604.5813,704.1053,3171.1978,Fibroblasts,-0.17691031,-0.15783484,-0.1512911,-0.25734973
19_758,5,False,701.4562,702.40985,4628.8887,CAF,-0.17691031,-0.15783484,-0.1512911,-0.041671056
19_759,5,False,685.67664,707.8707,4656.8003,High_Endothelial_Venules,-0.17691031,-0.15783484,-0.1512911,-0.0062302863
19_761,5,False,822.2191,710.7037,4386.7827,Fibroblasts,-0.17691031,-0.15783484,-0.1512911,-0.25734973
19_762,4,False,642.40015,711.2634,4805.764,Plasma_IgG,-0.17691031,-0.15783484,-0.1512911,-0.25734973
19_766,5,False,1577.7408,716.26373,3195.3984,Fibroblasts,-0.17691031,-0.15783484,-0.1512911,0.25407732
19_767,5,False,1461.3503,712.6061,3342.0598,Fibroblasts,-0.17691031,-0.15783484,-0.1512911,-0.041671056
19_768,5,False,1092.7941,718.6857,3861.9277,High_Endothelial_Venules,-0.17691031,-0.15783484,-0.1512911,-0.25734973
19_769,5,False,470.42447,718.4842,5249.1416,Plasma_IgG,-0.17691031,-0.15783484,0.55838305,-0.25734973
19_770,5,False,479.21848,717.1343,5218.107,CAF,-0.17691031,-0.15783484,-0.1512911,0.26745197
19_774,5,False,958.00555,723.36285,4129.3706,Fibroblasts,0.37521258,-0.15783484,-0.1512911,0.25407732
19_776,5,False,1555.8821,721.0217,3218.6692,Fibroblasts,-0.17691031,-0.15783484,-0.1512911,-0.25734973
19_777,5,False,803.1345,718.0868,4407.9644,Tumor,-0.17691031,-0.15783484,-0.1512911,-0.25734973
19_783,2,False,859.5765,726.8485,4312.629,Plasma_IgG,-0.17691031,0.091018915,0.40942973,-0.25734973
19_784,5,False,659.86444,726.8851,4679.2593,M1_macrophages,-0.17691031,-0.15783484,-0.1512911,-0.25734973
19_785,4,False,623.1285,724.16205,4858.6777,Plasma_IgG,-0.17691031,-0.15783484,-0.1512911,-0.25734973
19_787,5,False,879.0173,728.3447,4283.489,Fibroblasts,-0.17691031,-0.15783484,0.55838305,-0.25734973
19_790,5,False,749.7766,728.3837,4483.4487,M1_macrophages,-0.17691031,-0.15783484,-0.1512911,-0.25734973
19_794,5,False,783.01825,730.99677,4424.049,CAF,-0.17691031,0.091018915,-0.1512911,-0.041671056
19_795,4,False,609.97644,735.4635,4892.4893,Plasma_IgG,0.3653865,-0.15783484,-0.1512911,-0.25734973
19_796,5,False,896.79376,744.5805,4243.762,Fibroblasts,-0.17691031,-0.15783484,-0.1512911,-0.25734973
19_800,2,False,647.5865,732.36053,4700.4346,Plasma_IgG,-0.17691031,-0.15783484,-0.1512911,-0.25734973
19_803,5,False,1059.797,743.9008,3883.4043,Fibroblasts,-0.17691031,-0.15783484,-0.1512911,0.26745197
19_807,5,False,830.72925,740.1667,4340.466,High_Endothelial_Venules,-0.17691031,0.65256256,-0.1512911,-0.25734973
19_808,5,False,757.818,741.1369,4452.117,Fibroblasts,-0.17691031,0.091018915,-0.1512911,-0.041671056
19_810,5,False,150.2766,739.2924,6420.524,CAF,-0.17691031,-0.15783484,-0.1512911,-0.25734973
19_812,5,False,150.39265,739.34875,6472.5586,CAF,-0.17691031,-0.15783484,-0.1512911,-0.25734973
19_814,5,False,712.27856,748.9082,4520.129,M1_macrophages,-0.17691031,0.091018915,-0.1512911,-0.25734973
19_815,5,False,1032.423,740.166,3937.759,Fibroblasts,-0.17691031,-0.15783484,-0.1512911,-0.0062302863
19_824,6,False,115.25232,752.68317,6349.3276,CAF,0.25930268,0.091018915,-0.1512911,0.051773284
19_828,6,False,1180.9238,755.47437,3679.8042,M1_macrophages,-0.17691031,-0.15783484,-0.1512911,-0.25734973
19_830,5,False,985.1171,754.1569,4005.687,Fibroblasts,0.37521258,-0.15783484,-0.1512911,-0.25734973
19_831,5,False,905.53345,750.38293,4206.423,CAF,-0.17691031,-0.15783484,-0.1512911,-0.25734973
19_836,5,False,1162.233,755.58417,3706.9387,Tumor,0.092886284,-0.15783484,-0.1512911,-0.25734973
19_839,5,False,1560.2617,754.72565,3190.4897,Fibroblasts,-0.17691031,-0.15783484,-0.1512911,-0.25734973
19_840,5,False,502.0523,754.9015,5067.862,Plasma_IgG,-0.17691031,-0.15783484,-0.1512911,-0.25734973
19_846,5,False,958.9845,760.8921,4047.517,Fibroblasts,-0.17691031,-0.15783484,-0.1512911,0.051773284
19_847,5,False,925.0894,758.8597,4129.9653,Fibroblasts,0.092886284,-0.15783484,-0.1512911,-0.25734973
19_849,6,False,91.32805,759.85724,6276.725,Plasma_IgG,-0.17691031,-0.15783484,-0.1512911,-0.25734973
19_850,4,False,587.1755,759.02936,4875.323,Plasma_IgG,-0.17691031,0.091018915,-0.1512911,-0.25734973
19_856,5,False,762.2123,756.2167,4425.9116,M1_macrophages,-0.17691031,0.65256256,-0.1512911,-0.25734973
19_866,5,False,1028.6594,763.12823,3910.2058,CAF,-0.17691031,-0.15783484,-0.1512911,-0.25734973
19_867,6,False,676.3737,762.4153,4566.4307,Plasma_IgG,-0.17691031,-0.15783484,-0.1512911,-0.25734973
19_869,5,False,904.6409,767.4103,4162.719,Fibroblasts,-0.17691031,-0.15783484,-0.1512911,-0.25734973
19_870,5,False,835.95544,768.31036,4304.7207,Plasma_IgG,0.56588334,-0.15783484,-0.1512911,-0.25734973
19_877,5,False,91.097626,767.05975,6628.7256,CAF,-0.17691031,-0.15783484,-0.1512911,0.25407732
19_886,5,False,1007.59863,765.30835,3944.6265,Fibroblasts,-0.17691031,-0.15783484,-0.1512911,0.051773284
19_891,5,False,769.7303,773.3771,4394.446,Plasma_IgG,-0.17691031,-0.15783484,-0.1512911,-0.25734973
19_894,5,False,330.12653,773.7806,5511.9155,Germinal_Center_Plasma_IgM_B_cell,0.25930268,-0.15783484,-0.1512911,-0.041671056
19_895,5,False,123.78917,772.65826,6740.121,CAF,-0.17691031,0.091018915,-0.1512911,-0.25734973
19_900,5,False,640.9795,777.5372,4612.0327,Plasma_IgG,-0.17691031,-0.15783484,-0.1512911,-0.041671056
19_901,5,False,402.4879,774.1344,5393.9976,Plasma_IgG,-0.17691031,-0.15783484,-0.1512911,-0.041671056
19_902,5,False,180.59026,777.2483,5742.729,Plasma_IgG,-0.17691031,-0.15783484,-0.1512911,-0.25734973
19_907,5,False,924.1305,781.61316,4083.3887,CAF,0.2960868,-0.15783484,-0.1512911,0.26745197
19_911,4,False,569.88306,780.2312,4835.0146,Plasma_IgG,0.2960868,-0.15783484,-0.1512911,0.5632004
19_912,4,False,493.9378,775.8358,5050.4873,CAF,-0.17691031,-0.15783484,-0.1512911,-0.25734973
19_917,5,False,802.11285,783.5,4337.11,Fibroblasts,-0.17691031,0.091018915,-0.1512911,-0.25734973
19_932,5,False,149.75652,780.8248,5959.3184,CAF,-0.17691031,0.091018915,-0.1512911,-0.25734973
19_938,5,False,1472.8093,787.43713,3273.9163,Plasma_IgG,-0.17691031,0.091018915,-0.1512911,-0.041671056
19_946,5,False,1452.7605,782.73724,3301.3662,M1_macrophages,-0.17691031,-0.15783484,-0.1512911,0.13336237
19_950,4,False,561.6062,783.93036,4929.2603,Plasma_IgG,-0.17691031,-0.15783484,-0.1512911,0.25407732
19_952,4,False,491.4239,795.6592,5027.663,Plasma_IgG,0.25930268,-0.15783484,-0.1512911,-0.25734973
19_957,5,False,397.3939,789.7091,5265.3403,Plasma_IgG,-0.17691031,0.091018915,-0.1512911,-0.25734973
19_965,2,False,603.2984,791.18866,4670.8804,Plasma_IgG,-0.17691031,0.33987266,-0.1512911,0.084492885
19_966,4,False,578.14233,788.14105,4755.0015,Plasma_IgG,0.092886284,-0.15783484,-0.1512911,-0.25734973
19_967,4,False,437.03168,790.8069,5137.3613,Plasma_IgG,-0.17691031,-0.15783484,-0.1512911,-0.25734973
19_970,2,False,148.86423,791.9116,5807.317,Fibroblasts,-0.17691031,0.091018915,-0.1512911,-0.25734973
19_974,5,False,679.9927,790.14636,4516.8975,Fibroblasts,-0.17691031,-0.15783484,-0.1512911,-0.25734973
19_978,5,False,1092.4694,796.6324,3765.432,Germinal_Center_Plasma_IgM_B_cell,-0.17691031,-0.15783484,-0.1512911,-0.25734973
19_980,4,False,553.43646,794.31934,4856.557,Plasma_IgG,-0.17691031,-0.15783484,-0.1512911,-0.25734973
19_981,5,False,950.3062,803.8385,3990.646,CAF,0.5727724,0.65256256,-0.1512911,-0.25734973
19_982,5,False,71.89376,796.70245,6675.4253,CAF,-0.17691031,-0.15783484,-0.1512911,-0.25734973
19_988,5,False,870.1027,809.51715,4151.3564,M1_macrophages,-0.17691031,-0.15783484,-0.1512911,-0.25734973
19_989,5,False,268.52515,799.6811,5568.6357,CAF,-0.17691031,0.091018915,-0.1512911,0.051773284
19_990,5,False,61.325687,798.5583,6632.0117,CAF,-0.17691031,-0.15783484,-0.1512911,0.051773284
19_994,4,False,525.1755,798.0286,4972.849,Plasma_IgG,-0.17691031,-0.15783484,-0.1512911,-0.25734973
19_995,5,False,138.03703,799.6273,6943.0825,CAF,-0.17691031,-0.15783484,-0.1512911,-0.25734973
19_998,5,False,533.8724,811.33606,4913.282,Plasma_IgG,-0.17691031,-0.15783484,-0.1512911,0.30289274
19_1001,5,False,98.02119,803.52795,6148.46,CAF,0.2960868,-0.15783484,-0.1512911,0.5532429
19_1002,6,False,84.18649,807.076,6473.3115,Tumor,-0.17691031,-0.15783484,-0.1512911,-0.25734973
19_1003,4,False,160.6549,812.0153,5710.4224,Plasma_IgG,0.5129384,-0.15783484,-0.1512911,-0.25734973
19_1006,4,False,503.0026,810.8514,4991.6685,Plasma_IgG,-0.17691031,-0.15783484,-0.1512911,-0.25734973
19_1010,6,False,81.67177,811.2381,6381.3125,CAF,0.092886284,0.091018915,-0.1512911,0.88824123
19_1013,5,False,1441.911,808.79315,3296.8064,Fibroblasts,-0.17691031,-0.15783484,-0.1512911,-0.041671056
19_1014,5,False,1143.8528,816.8565,3670.8481,CAF,-0.17691031,-0.15783484,-0.1512911,0.25407732
19_1018,5,False,994.4899,818.11584,3892.7673,CAF,0.092886284,-0.15783484,-0.1512911,-0.25734973
19_1019,5,False,871.939,818.0592,4127.8916,CAF,-0.17691031,0.236589,-0.1512911,-0.25734973
19_1020,5,False,361.73117,813.7138,5371.533,Fibroblasts,-0.17691031,-0.15783484,-0.1512911,0.084492885
19_1021,5,False,96.59671,815.84674,6856.97,M1_macrophages,1.0354717,1.1442872,-0.1512911,-0.25734973
19_1022,5,False,109.24295,813.60645,6910.217,CAF,-0.17691031,-0.15783484,0.86171067,0.23259865
19_1028,5,False,311.68988,817.6114,5508.653,CAF,-0.17691031,-0.15783484,-0.1512911,-0.25734973
19_1029,5,False,357.03983,818.19226,5448.8525,Plasma_IgG,-0.17691031,-0.15783484,-0.1512911,-0.25734973
19_1030,5,False,118.63892,815.9942,5898.654,CAF,-0.17691031,-0.15783484,-0.1512911,0.25407732
19_1032,5,False,526.53326,819.30066,4883.8203,Plasma_IgG,-0.17691031,-0.15783484,-0.1512911,0.26745197
19_1033,5,False,238.79741,820.70764,7175.418,CAF,-0.17691031,-0.15783484,-0.1512911,-0.25734973
19_1035,5,False,1235.2633,823.7536,3542.5955,High_Endothelial_Venules,0.092886284,-0.15783484,-0.1512911,-0.25734973
19_1036,4,False,522.3334,817.2057,4957.195,Plasma_IgG,0.2960868,-0.15783484,-0.1512911,0.051773284
19_1042,5,False,138.00134,823.5742,6988.3965,M1_macrophages,-0.17691031,-0.15783484,-0.1512911,-0.25734973
19_1048,5,False,1261.4081,823.0924,3509.5132,High_Endothelial_Venules,0.25930268,-0.15783484,-0.1512911,-0.25734973
19_1050,4,False,519.02124,829.5237,4850.8594,Plasma_IgG,-0.17691031,-0.15783484,-0.1512911,-0.041671056
19_1051,6,False,75.74157,826.8104,6829.5547,Tumor,0.092886284,-0.15783484,0.57617694,-0.25734973
19_1054,5,False,31.088114,825.6175,6612.3125,CAF,-0.17691031,-0.15783484,-0.1512911,-0.25734973
19_1056,5,False,60.935257,830.74774,6424.689,Tumor,0.37521258,-0.15783484,-0.1512911,0.6725626
19_1058,5,False,1370.0623,845.4344,3358.7346,Fibroblasts,0.37521258,0.091018915,-0.1512911,-0.041671056
19_1059,6,False,45.40743,830.4624,6686.9546,Tumor,0.5129384,-0.15783484,-0.1512911,-0.0062302863
19_1060,5,False,117.561066,829.7206,6951.145,CAF,-0.17691031,-0.15783484,-0.1512911,-0.25734973
19_1063,5,False,85.979774,830.1034,6888.6743,CAF,-0.17691031,-0.15783484,-0.1512911,0.13336237
19_1065,5,False,876.19037,838.0796,4078.7761,Fibroblasts,-0.17691031,-0.15783484,-0.1512911,-0.041671056
19_1066,5,False,892.76825,839.40247,4042.8223,CAF,-0.17691031,-0.15783484,-0.1512911,-0.0062302863
19_1070,5,False,722.7072,839.8141,4393.1016,M1_macrophages,-0.17691031,-0.15783484,-0.1512911,-0.041671056
